trade_year,snapshot_date,market,symbol,name,yf_ticker,marcap
2019,2018-12-28,KOSPI,005930,삼성전자,005930.KS,231030584685000.0
2019,2018-12-28,KOSPI,000660,SK하이닉스,000660.KS,44044143082500.0
2019,2018-12-28,KOSPI,068270,셀트리온,068270.KS,27913989592500.0
2019,2018-12-28,KOSPI,207940,삼성바이오로직스,207940.KS,25572772500000.0
2019,2018-12-28,KOSPI,005380,현대차,005380.KS,25319680159500.0
2019,2018-12-28,KOSPI,051910,LG화학,051910.KS,24495543021000.0
2019,2018-12-28,KOSPI,017670,SK텔레콤,017670.KS,21760969114500.0
2019,2018-12-28,KOSPI,015760,한국전력,015760.KS,21249010948700.0
2019,2018-12-28,KOSPI,005490,POSCO,005490.KS,21186400905000.0
2019,2018-12-28,KOSPI,035420,NAVER,035420.KS,20107234190000.0
2019,2018-12-28,KOSPI,028260,삼성물산,028260.KS,20012299536500.0
2019,2018-12-28,KOSPI,105560,KB금융,105560.KS,19442186470500.0
2019,2018-12-28,KOSPI,055550,신한지주,055550.KS,18778303645200.0
2019,2018-12-28,KOSPI,012330,현대모비스,012330.KS,18495333970000.0
2019,2018-12-28,KOSPI,034730,SK,034730.KS,18293677220000.0
2019,2018-12-28,KOSPI,051900,LG생활건강,051900.KS,17195634897000.0
2019,2018-12-28,KOSPI,096770,SK이노베이션,096770.KS,16597568738000.0
2019,2018-12-28,KOSPI,032830,삼성생명,032830.KS,16320000000000.0
2019,2018-12-28,KOSPI,018260,삼성에스디에스,018260.KS,15785071200000.0
2019,2018-12-28,KOSPI,006400,삼성SDI,006400.KS,15059432070000.0
2019,2018-12-28,KOSPI,033780,KT&G,033780.KS,13935188445500.0
2019,2018-12-28,KOSPI,000270,기아차,000270.KS,13660744793900.0
2019,2018-12-28,KOSPI,000810,삼성화재,000810.KS,12743831153000.0
2019,2018-12-28,KOSPI,090430,아모레퍼시픽,090430.KS,12247053655000.0
2019,2018-12-28,KOSPI,003550,LG,003550.KS,12061743456900.0
2019,2018-12-28,KOSPI,010950,S-Oil,010950.KS,10999338778400.0
2019,2018-12-28,KOSPI,086790,하나금융지주,086790.KS,10883774747500.0
2019,2018-12-28,KOSPI,000030,우리은행,000030.KS,10545600000000.0
2019,2018-12-28,KOSPI,036570,엔씨소프트,036570.KS,10234553763000.0
2019,2018-12-28,KOSPI,066570,LG전자,066570.KS,10195258812200.0
2019,2018-12-28,KOSPI,251270,넷마블,251270.KS,9507143947500.0
2019,2018-12-28,KOSPI,011170,롯데케미칼,011170.KS,9494291063000.0
2019,2018-12-28,KOSPI,009540,현대중공업,009540.KS,9094345406000.0
2019,2018-12-28,KOSPI,035720,카카오,035720.KS,8588940619000.0
2019,2018-12-28,KOSPI,010130,고려아연,010130.KS,8161275000000.0
2019,2018-12-28,KOSPI,024110,기업은행,024110.KS,7867702350750.0
2019,2018-12-28,KOSPI,030200,KT,030200.KS,7781131878400.0
2019,2018-12-28,KOSPI,009150,삼성전기,009150.KS,7730797536000.0
2019,2018-12-28,KOSPI,032640,LG유플러스,032640.KS,7706190521650.0
2019,2018-12-28,KOSPI,035250,강원랜드,035250.KS,6846096000000.0
2019,2018-12-28,KOSDAQ,091990,셀트리온헬스케어,091990.KQ,10581649139700.0
2019,2018-12-28,KOSDAQ,215600,신라젠,215600.KQ,5131551925500.0
2019,2018-12-28,KOSDAQ,035760,CJ ENM,035760.KQ,4426936929600.0
2019,2018-12-28,KOSDAQ,084990,바이로메드,084990.KQ,4052890040000.0
2019,2018-12-28,KOSDAQ,003670,포스코켐텍,003670.KQ,3762759000000.0
2019,2018-12-28,KOSDAQ,086900,메디톡스,086900.KQ,3268345923000.0
2019,2018-12-28,KOSDAQ,028300,에이치엘비,028300.KQ,3129802210800.0
2019,2018-12-28,KOSDAQ,263750,펄어비스,263750.KQ,2690849700000.0
2019,2018-12-28,KOSDAQ,950160,코오롱티슈진,950160.KQ,2632907282500.0
2019,2018-12-28,KOSDAQ,253450,스튜디오드래곤,253450.KQ,2591957676000.0
2019,2018-12-28,KOSDAQ,068760,셀트리온제약,068760.KQ,2163184904000.0
2019,2018-12-28,KOSDAQ,034230,파라다이스,034230.KQ,1714269367200.0
2019,2018-12-28,KOSDAQ,145020,휴젤,145020.KQ,1662655207500.0
2019,2018-12-28,KOSDAQ,078340,컴투스,078340.KQ,1659768180000.0
2019,2018-12-28,KOSDAQ,036490,SK머티리얼즈,036490.KQ,1592698623000.0
2019,2018-12-28,KOSDAQ,025980,아난티,025980.KQ,1543517156250.0
2019,2018-12-28,KOSDAQ,095700,제넥신,095700.KQ,1483013558400.0
2019,2018-12-28,KOSDAQ,056190,에스에프에이,056190.KQ,1242443096000.0
2019,2018-12-28,KOSDAQ,041510,에스엠,041510.KQ,1204016657300.0
2019,2018-12-28,KOSDAQ,028150,GS홈쇼핑,028150.KQ,1178625000000.0
2019,2018-12-28,KOSDAQ,098460,고영,098460.KQ,1129255957500.0
2019,2018-12-28,KOSDAQ,046890,서울반도체,046890.KQ,1128209490000.0
2019,2018-12-28,KOSDAQ,041960,코미팜,041960.KQ,1122962058400.0
2019,2018-12-28,KOSDAQ,192080,더블유게임즈,192080.KQ,1091188420400.0
2019,2018-12-28,KOSDAQ,003380,하림지주,003380.KQ,1076218277000.0
2019,2018-12-28,KOSDAQ,035900,JYP Ent.,035900.KQ,1069495284000.0
2019,2018-12-28,KOSDAQ,085660,차바이오텍,085660.KQ,1060048812800.0
2019,2018-12-28,KOSDAQ,042000,카페24,042000.KQ,1035479550600.0
2019,2018-12-28,KOSDAQ,178920,SKC코오롱PI,178920.KQ,974961890400.0
2019,2018-12-28,KOSDAQ,066970,엘앤에프,066970.KQ,901179370000.0
2019,2018-12-28,KOSDAQ,298380,에이비엘바이오,298380.KQ,891740000000.0
2019,2018-12-28,KOSDAQ,122870,와이지엔터테인먼트,122870.KQ,863821177500.0
2019,2018-12-28,KOSDAQ,038540,상상인,038540.KQ,852308886450.0
2019,2018-12-28,KOSDAQ,102940,코오롱생명과학,102940.KQ,850220522000.0
2019,2018-12-28,KOSDAQ,000250,삼천당제약,000250.KQ,840020894000.0
2019,2018-12-28,KOSDAQ,240810,원익IPS,240810.KQ,829596063600.0
2019,2018-12-28,KOSDAQ,036830,솔브레인,036830.KQ,827287786050.0
