market,strategy_id,family,signal_key,entry_scheme,development_candidate,source_role,capital,slippage_ticks,window,development_score,rejects,trades,wins,losses,pnl,return_pct,pf,winrate,avg_win,avg_loss,payoff_ratio,max_dd_pct
KOSPI,NORAMU_C1_SUPPORT_20_20_60,NORAMU,NORAMU_C1,A,True,source signal; source-supported split example; exact add levels are research controls,5000000.0,0,DEVELOPMENT_TO_2025,-1.5511992717991174,43,18,9,9,-15504.061999999656,-0.0031008124000003745,0.7738413170014705,0.5,5894.427555555561,7617.101111111079,0.7738413170014704,0.011757534708557227
KOSPI,NORAMU_C1_SUPPORT_20_20_60,NORAMU,NORAMU_C1,A,True,source signal; source-supported split example; exact add levels are research controls,5000000.0,1,DEVELOPMENT_TO_2025,-1.6633377735083417,43,18,9,9,-29345.950000000114,-0.0058691899999995245,0.610013627486098,0.5,5100.300555555549,8360.961666666673,0.610013627486098,0.013062130910401315
KOSPI,NORAMU_C1_SUPPORT_20_20_60,NORAMU,NORAMU_C1,A,True,source signal; source-supported split example; exact add levels are research controls,5000000.0,2,DEVELOPMENT_TO_2025,-1.720155088095578,43,18,7,11,-39279.93800000027,-0.007855987599999614,0.5318747498407039,0.3888888888888889,6375.585285714289,7628.094090909118,0.8358031783211061,0.014587720273468996
KOSPI,NORAMU_C1_RECONFIRM_20_20_60,NORAMU,NORAMU_C1,R,True,source signal; source-supported re-break weighting; exact trigger tolerances are research controls,5000000.0,0,DEVELOPMENT_TO_2025,-1.4429500062399612,43,18,9,9,-5379.422000000006,-0.001075884400000282,0.9373823596000653,0.5,8947.736444444447,9545.450000000003,0.9373823596000654,0.010744799912434821
KOSPI,NORAMU_C1_RECONFIRM_20_20_60,NORAMU,NORAMU_C1,R,True,source signal; source-supported re-break weighting; exact trigger tolerances are research controls,5000000.0,1,DEVELOPMENT_TO_2025,-1.577474422367915,43,18,8,10,-24521.46249999992,-0.00490429249999913,0.7450784002201432,0.4444444444444444,8958.838749999994,9619.217249999987,0.9313480002751789,0.011594309771694289
KOSPI,NORAMU_C1_RECONFIRM_20_20_60,NORAMU,NORAMU_C1,R,True,source signal; source-supported re-break weighting; exact trigger tolerances are research controls,5000000.0,2,DEVELOPMENT_TO_2025,-1.6660491887121023,43,18,7,11,-40605.91050000033,-0.008121182100000013,0.6242612029798298,0.3888888888888889,9637.658142857135,9824.501590909116,0.9809818903968754,0.012888509783738344
KOSPI,NORAMU_C1_STANDARDIZED_FULL,NORAMU,NORAMU_C1,FULL,False,signal-only comparator using the same standardized executor as Dororong,5000000.0,0,DEVELOPMENT_TO_2025,-1.2306779844828641,28,33,15,18,-62120.88049999962,-0.012424176099999795,0.8314428960171362,0.45454545454545453,20428.275666666676,20474.72308333332,0.9977314752205634,0.05467974053886737
KOSPI,NORAMU_C1_STANDARDIZED_FULL,NORAMU,NORAMU_C1,FULL,False,signal-only comparator using the same standardized executor as Dororong,5000000.0,1,DEVELOPMENT_TO_2025,-1.4133519939524901,28,33,13,20,-115170.89450000005,-0.02303417889999948,0.7018189005475103,0.3939393939393939,20851.837692307698,19312.239225000005,1.079721385457708,0.05749321227553206
KOSPI,NORAMU_C1_STANDARDIZED_FULL,NORAMU,NORAMU_C1,FULL,False,signal-only comparator using the same standardized executor as Dororong,5000000.0,2,DEVELOPMENT_TO_2025,-1.712586080465548,30,31,11,20,-206109.62350000007,-0.041221924699999746,0.49352354303445173,0.3548387096774194,18258.041818181806,20347.404174999996,0.8973155327899123,0.05840900839229102
KOSPI,DORORONG_PRE1_CHANNEL_HL_VOLUME,DORORONG,DORORONG_PRE1,FULL,True,pre-adoption independent concept; numeric channel and volume thresholds are research proxies,5000000.0,0,DEVELOPMENT_TO_2025,-1.6930526708134126,337,152,72,80,-420057.92600000044,-0.08401158519999907,0.7616386708552801,0.47368421052631576,18641.887180555554,22028.422537500002,0.8462651898392001,0.08656539789186912
KOSPI,DORORONG_PRE1_CHANNEL_HL_VOLUME,DORORONG,DORORONG_PRE1,FULL,True,pre-adoption independent concept; numeric channel and volume thresholds are research proxies,5000000.0,1,DEVELOPMENT_TO_2025,-1.8706010451492987,406,83,34,49,-412035.2534999991,-0.0824070507000001,0.5815845173004907,0.40963855421686746,16844.594029411768,20096.968377551006,0.8381659219918837,0.08519038931219691
KOSPI,DORORONG_PRE1_CHANNEL_HL_VOLUME,DORORONG,DORORONG_PRE1,FULL,True,pre-adoption independent concept; numeric channel and volume thresholds are research proxies,5000000.0,2,DEVELOPMENT_TO_2025,-1.8289942203142209,408,81,34,47,-387175.26149999985,-0.07743505230000058,0.5934934830807522,0.41975308641975306,16625.592264705887,20264.795712765957,0.8204174619057458,0.08994998035872048
KOSPI,DORORONG_PRE2_BREAK_RETEST,DORORONG,DORORONG_PRE2,FULL,True,pre-adoption independent concept; numeric retest and MA thresholds are research proxies,5000000.0,0,DEVELOPMENT_TO_2025,-1.651048332791337,1099,138,60,78,-347945.64649999945,-0.06958912929999961,0.6968973137086627,0.43478260869565216,13333.346383333343,14717.26191666666,0.9059665078212616,0.08456568143881071
KOSPI,DORORONG_PRE2_BREAK_RETEST,DORORONG,DORORONG_PRE2,FULL,True,pre-adoption independent concept; numeric retest and MA thresholds are research proxies,5000000.0,1,DEVELOPMENT_TO_2025,-1.4303184335707413,954,283,141,142,-315358.0444999992,-0.06307160889999908,0.8850396109292572,0.49823321554770317,17218.657393617024,19318.23054225352,0.8913164876025144,0.0776082546828184
KOSPI,DORORONG_PRE2_BREAK_RETEST,DORORONG,DORORONG_PRE2,FULL,True,pre-adoption independent concept; numeric retest and MA thresholds are research proxies,5000000.0,2,DEVELOPMENT_TO_2025,-1.6810294552088898,1128,109,47,62,-335380.37449999957,-0.06707607490000034,0.6543509192911101,0.43119266055045874,13508.74793617022,15649.863346774191,0.8631863190648686,0.08136668503638456
