market,entry_mode,fold,trades,wins,sum_net_r,mean_net_r,pf,winrate,max_drawdown_r,top3_ticker_r,residual_ex_top3_r,max_positive_month_share,median_net_r,avg_win_r,avg_loss_r
KR,DAILY_5_20_CROSS,2024_SEP_DEC,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
KR,DAILY_5_20_CROSS,2025_Q1,1,0,-1.0177475814827628,-1.0177475814827628,0.0,0.0,1.0177475814827628,-1.0177475814827628,0.0,0.0,-1.0177475814827628,0.0,1.0177475814827628
KR,DAILY_5_20_CROSS,2025_Q2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
KR,DAILY_5_20_CROSS,2025_Q3,6,3,13.09808483699766,2.18301413949961,17.081627187100548,0.5,0.2888117992519543,13.912559932372583,-0.814475095374922,0.8751586813537208,0.018158498703890302,4.6375199774575275,0.2714916984583074
KR,DAILY_5_20_CROSS,2025_Q4,10,3,0.36079722654143653,0.03607972265414365,1.1017272784529957,0.3,2.7811151300628567,3.9075079223175555,-3.546710695776119,0.9309681094677247,-0.2859519365620201,1.3025026407725184,0.5066729565394457
KR,MA20_RECLAIM_60M,2024_SEP_DEC,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
KR,MA20_RECLAIM_60M,2025_Q1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
KR,MA20_RECLAIM_60M,2025_Q2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
KR,MA20_RECLAIM_60M,2025_Q3,6,1,-1.5849443418688614,-0.2641573903114769,0.285010389833426,0.16666666666666666,2.141499726303587,-0.5449787962709329,-1.0399655455979284,1.0,-0.1377792988366754,0.6317932433103282,0.44334751703583786
KR,MA20_RECLAIM_60M,2025_Q4,9,3,-1.5043526706916563,-0.16715029674351736,0.48886282103546974,0.3333333333333333,2.239987673646559,0.012172557725709021,-1.5165252284173654,1.0,-0.256367270634456,0.4795986418077927,0.49052476601917244
